time,ecg
0.0,0.06738087609837094
0.005,0.06599917479476328
0.01,0.0834432195543443
0.015,0.0858179757684286
0.02,0.08563695704268576
0.025,0.0930402940796396
0.03,0.09471025363410647
0.035,0.09382938366672752
0.04,0.09889082944932191
0.045,0.10223414702683276
0.05,0.10351807721510295
0.055,0.10896826722378146
0.06,0.11299721948583469
0.065,0.11371536115579954
0.07,0.11714902738710259
0.075,0.12038990549454094
0.08,0.12075482708333976
0.085,0.12355791636556009
0.09,0.127913330427309
0.095,0.13031001502638073
0.1,0.13391657860556136
0.105,0.13865941242597565
0.11,0.14174384882217247
0.115,0.14607395581166793
0.12,0.15237738624412794
0.125,0.15786372679497454
0.13,0.16438077076926533
0.135,0.17220555743320165
0.14,0.1774828984522209
0.145,0.1814933338289714
0.15,0.18681685651401608
0.155,0.1915226337847553
0.16,0.19608949949787502
0.165,0.20220012705343132
0.17,0.20708064129682344
0.175,0.2092841831577389
0.18,0.20957724797954605
0.185,0.2059529087665574
0.19,0.19811092965166688
0.195,0.18846927049933565
0.2,0.17644567256014337
0.205,0.16210765206506073
0.21,0.14869130779969308
0.215,0.1365803567145243
0.22,0.12498775950154697
0.225,0.11558259884923645
0.23,0.10776934076668743
0.235,0.09968317431031919
0.24,0.09276175361715233
0.245,0.08776742919119737
0.25,0.08384432532112114
0.255,0.08229868661173831
0.26,0.08322084653606168
0.265,0.08430235958005998
0.27,0.08558349909411081
0.275,0.08727749502328083
0.28,0.08749604548287021
0.285,0.08675773295183148
0.29,0.08679301084430274
0.295,0.0869740029581406
0.3,0.08764650796552748
0.305,0.0899908579541443
0.31,0.09256260275832777
0.315,0.09431216443354763
0.32,0.09569050767041072
0.325,0.095643440269109
0.33,0.09416747469109037
0.335,0.0933963028382563
0.34,0.09324302290479787
0.345,0.0926646735500109
0.35,0.09241905336134104
0.355,0.09221249821221382
0.36,0.09125551202488875
0.365,0.09083397004566593
0.37,0.0914453024076448
0.375,0.09228835792069179
0.38,0.09376282378163375
0.385,0.09541963729610084
0.39,0.09583142467827475
0.395,0.09578472255228347
0.4,0.09608652542389387
0.405,0.09584831552999021
0.41,0.09563174381409684
0.415,0.09628560909452294
0.42,0.09659916985073146
0.425,0.0962301898356656
0.43,0.09584597286076368
0.435,0.09476628248017066
0.44,0.09307897780832734
0.445,0.09197126302142916
0.45,0.09122732184820045
0.455,0.0909200683077477
0.46,0.09193535120597708
0.465,0.09322687768966707
0.47,0.09368972727730553
0.475,0.09403619387941894
0.48,0.09397257993177845
0.485,0.09294583836239097
0.49,0.09240127114876333
0.495,0.09284814498668796
0.5,0.09323437498294558
0.505,0.09406037794107978
0.51,0.09645759450053287
0.515,0.10085499864593372
0.52,0.10809100316445691
0.525,0.1180031788363726
0.53,0.1289741679119376
0.535,0.14029428368296995
0.54,0.1509440213995009
0.545,0.15861862712732
0.55,0.16327724353521808
0.555,0.16686928463982947
0.56,0.16955232595875777
0.565,0.17040182571547063
0.57,0.16857737370141837
0.575,0.1622914815821717
0.58,0.15082953068088975
0.585,0.13640395754997062
0.59,0.12211474999575374
0.595,0.11058615439405768
0.6,0.10320737849995991
0.605,0.09876092552788099
0.61,0.09515437711246386
0.615,0.09144296403136941
0.62,0.08672001033821816
0.625,0.08081534798307244
0.63,0.07599410338417907
0.635,0.07441325166637479
0.64,0.07536130602472262
0.645,0.07619284176624978
0.65,0.0749544273555359
0.655,0.07350709495437759
0.66,0.07679734413597986
0.665,0.08653113141538989
0.67,0.09852643689364024
0.675,0.10563503360883672
0.68,0.09854926448456537
0.685,0.07036622661998328
0.69,0.031219389415258845
0.695,0.016888540792586764
0.7,0.07505830953098813
0.705,0.2340909455333839
0.71,0.47320724043568996
0.715,0.7184489292644872
0.72,0.8754849767295237
0.725,0.87937356932077
0.73,0.7292314969737708
0.735,0.4883833850168392
0.74,0.24903671873656985
0.745,0.08394836673254058
0.75,0.016833141599318965
0.755,0.022978757005645348
0.76,0.053084169801173094
0.765,0.0672080484613626
0.77,0.055840857936102224
0.775,0.03324445041910465
0.78,0.01687848942185057
0.785,0.01338238443237181
0.79,0.01746710069117405
0.795,0.021258204203026213
0.8,0.022926110044616036
0.805,0.02454871296189139
0.81,0.026985377122063423
0.815,0.030352803525988205
0.82,0.03461078329048512
0.825,0.03888596470249103
0.83,0.04316044747775224
0.835,0.04822948393291077
0.84,0.05369227523102444
0.845,0.05904131297005565
0.85,0.06453278598971361
0.855,0.0697386386113193
0.86,0.07425834251466115
0.865,0.07849061381736165
0.87,0.0821805608725581
0.875,0.085101608127206
0.88,0.0880730442562545
0.885,0.09113882790615917
0.89,0.09377894062351981
0.895,0.09670107725414948
0.9,0.10041215171295544
0.905,0.10435929522442201
0.91,0.10842118133130818
0.915,0.11247275144436983
0.92,0.11607761824970819
0.925,0.11989549975160463
0.93,0.12472523181852217
0.935,0.13027618020728218
0.94,0.13641348186417956
0.945,0.14278875743415195
0.95,0.14800780343270514
0.955,0.1517038858091791
0.96,0.15493559856561331
0.965,0.15823904974329112
0.97,0.16209154261257191
0.975,0.16730641548956485
0.98,0.17328430103430487
0.985,0.17806156475846963
0.99,0.1795410321389277
0.995,0.1760017971057203
1.0,0.1674630354962533
1.005,0.15561963010389035
1.01,0.1416605289632813
1.015,0.12667148736962308
1.02,0.11265494942979977
1.025,0.10052134291962875
1.03,0.08987336696608958
1.035,0.08112478189180264
1.04,0.07474606388153152
1.045,0.0701311693536855
1.05,0.06674749985157742
1.055,0.06415529685651469
1.06,0.061814500212160305
1.065,0.060163886977342595
1.07,0.05985510782733477
1.075,0.06079751533334278
1.08,0.06320683856648417
1.085,0.06691813443680901
1.09,0.07032732085382348
1.095,0.07259102171094253
1.1,0.07441151506798302
1.105,0.07600571607897734
1.11,0.0773798095633773
1.115,0.07920497177431779
1.12,0.081522072053759
1.125,0.08372552110002893
1.13,0.08555775409406421
1.135,0.08682479613475091
1.14,0.08769174606620338
1.145,0.08866183735087614
1.15,0.08928215905627257
1.155,0.08912494289209594
1.16,0.08916770371892319
1.165,0.08985608503347611
1.17,0.09045630785710605
1.175,0.09109033618107287
1.18,0.09229504989354846
1.185,0.09373135744816126
1.19,0.09512667507912635
1.195,0.09646804314072867
1.2,0.09761759226480059
1.205,0.09888651671808918
1.21,0.10023736273762594
1.215,0.10085432996124319
1.22,0.10098338379301106
1.225,0.10155038787507556
1.23,0.1022584791990997
1.235,0.10282887026845755
1.24,0.10384386115225894
1.245,0.10510958123895454
1.25,0.10610366580971296
1.255,0.10718419745997287
1.26,0.10857853020645167
1.265,0.1101711224031785
1.27,0.11195603756565782
1.275,0.11338807674389816
1.28,0.11417654750111515
1.285,0.11503049314729362
1.29,0.11591614956983677
1.295,0.1161969929601608
1.3,0.11646211154567757
1.305,0.11722563826223105
1.31,0.11793116263991006
1.315,0.11872860560831136
1.32,0.12015192462827737
1.325,0.12182210166691647
1.33,0.12367308745263209
1.335,0.12626290772718957
1.34,0.1298485059198212
1.345,0.13506022703335746
1.35,0.14273672510402036
1.355,0.15292971961893537
1.36,0.1656475418132277
1.365,0.1803016320974492
1.37,0.1941864256967775
1.375,0.204609420305418
1.38,0.21106542947495108
1.385,0.2138860507296498
1.39,0.21362126102099935
1.395,0.21106289881182297
1.4,0.20574969396926981
1.405,0.1966715566135971
1.41,0.18436574317620993
1.415,0.17038282749774808
1.42,0.15693468940138108
1.425,0.1470156498861776
1.43,0.1417998950503442
1.435,0.13963896226585887
1.44,0.13857530950826097
1.445,0.13695864190567306
1.45,0.1335083552237146
1.455,0.12931364779668056
1.46,0.1267625226727664
1.465,0.1264365437283797
1.47,0.1273731315875522
1.475,0.1283277998002419
1.48,0.12900723156763635
1.485,0.13212049179200444
1.49,0.14055998298536396
1.495,0.151707120723926
1.5,0.158475338074751
1.505,0.15340147984819097
1.51,0.13143774475694672
1.515,0.09942710319756473
1.52,0.08607011129745878
1.525,0.13307817095457058
1.53,0.2692631902149859
1.535,0.48517417433339055
1.54,0.7222803861009326
1.545,0.8911579386088435
1.55,0.9184056733430213
1.555,0.7901309793220971
1.56,0.5594607627592044
1.565,0.3166842840524569
1.57,0.1421264265995017
1.575,0.0686142428915676
1.58,0.0751682849614463
1.585,0.11117994717166756
1.59,0.1311933087911154
1.595,0.11946493745385567
1.6,0.09082487479276852
1.605,0.0693894463891789
1.61,0.0656378576729367
1.615,0.07240686575966859
1.62,0.07849925657896449
1.625,0.08102949931231908
1.63,0.08367299715380697
1.635,0.08827493216055798
1.64,0.09325076996396948
1.645,0.09752166222945675
1.65,0.10153737611291154
1.655,0.10584902114896792
1.66,0.11072550311737638
1.665,0.1160344111847992
1.67,0.12128117034097075
1.675,0.1261128980554133
1.68,0.13025969906887142
